"","human","cell_type1","total_features","log10_total_features","total_counts","log10_total_counts","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","total_features_endogenous","log10_total_features_endogenous","total_counts_endogenous","log10_total_counts_endogenous","pct_counts_endogenous","pct_counts_top_50_features_endogenous","pct_counts_top_100_features_endogenous","pct_counts_top_200_features_endogenous","pct_counts_top_500_features_endogenous","total_features_feature_control","log10_total_features_feature_control","total_counts_feature_control","log10_total_counts_feature_control","pct_counts_feature_control","total_features_ERCC","log10_total_features_ERCC","total_counts_ERCC","log10_total_counts_ERCC","pct_counts_ERCC","is_cell_control"
"human3_lib2.final_cell_0162",3,"ductal",2626,3.41946007278607,7803,3.89231726072248,25.4261181596822,35.9861591695502,47.6739715494041,63.3986928104575,2626,3.41946007278607,7803,3.89231726072248,100,25.4261181596822,35.9861591695502,47.6739715494041,63.3986928104575,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0163",3,"beta",1864,3.27067883614471,5455,3.73687436164842,42.9514207149404,49.6425297891842,58.2584784601283,71.7323556370302,1864,3.27067883614471,5455,3.73687436164842,100,42.9514207149404,49.6425297891842,58.2584784601283,71.7323556370302,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0164",3,"acinar",1686,3.22711508258913,8431,3.92593059786847,56.3990036769067,66.5520104376705,75.2461155260349,84.5451310639307,1686,3.22711508258913,8431,3.92593059786847,100,56.3990036769067,66.5520104376705,75.2461155260349,84.5451310639307,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0165",3,"delta",2145,3.33162971762993,6911,3.83960372947084,48.5168571841991,54.2323831572855,61.2646505570829,72.8693387353494,2145,3.33162971762993,6911,3.83960372947084,100,48.5168571841991,54.2323831572855,61.2646505570829,72.8693387353494,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0166",3,"beta",2426,3.38506977633193,8465,3.92767826413799,42.3036030714708,50.7265209686946,59.7637330183107,72.2976963969285,2426,3.38506977633193,8465,3.92767826413799,100,42.3036030714708,50.7265209686946,59.7637330183107,72.2976963969285,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0167",3,"gamma",1845,3.26623169668989,5737,3.75876054390998,46.5225727732264,53.5820115042705,61.7221544361164,74.1851141711696,1845,3.26623169668989,5737,3.75876054390998,100,46.5225727732264,53.5820115042705,61.7221544361164,74.1851141711696,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0168",3,"acinar",1973,3.29534714833362,8079,3.90741136077459,47.8648347567768,57.2719395964847,67.0751330610224,78.4750587944053,1973,3.29534714833362,8079,3.90741136077459,100,47.8648347567768,57.2719395964847,67.0751330610224,78.4750587944053,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0169",3,"beta",2351,3.3714373174041,8557,3.93237228214791,43.823770012855,51.6769895991586,60.243075844338,73.0396166880916,2351,3.3714373174041,8557,3.93237228214791,100,43.823770012855,51.6769895991586,60.243075844338,73.0396166880916,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0170",3,"beta",3000,3.47726599542485,9064,3.95736780843153,35.9223300970874,42.95013239188,50.9377758164166,63.6473962930274,3000,3.47726599542485,9064,3.95736780843153,100,35.9223300970874,42.95013239188,50.9377758164166,63.6473962930274,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0171",3,"acinar",1160,3.06483221973857,7197,3.85721184231689,67.3197165485619,75.9205224399055,82.9512296790329,90.8295122967903,1160,3.06483221973857,7197,3.85721184231689,100,67.3197165485619,75.9205224399055,82.9512296790329,90.8295122967903,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0172",3,"acinar",2523,3.4020893505721,9831,3.9926418698784,37.4020954124708,50.3814464449191,61.4993388261621,73.7666564947615,2523,3.4020893505721,9831,3.9926418698784,100,37.4020954124708,50.3814464449191,61.4993388261621,73.7666564947615,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0173",3,"alpha",2118,3.32613095671079,4759,3.67760695272049,27.4217272536247,35.2384954822442,45.0514814036562,61.0842613994537,2118,3.32613095671079,4759,3.67760695272049,100,27.4217272536247,35.2384954822442,45.0514814036562,61.0842613994537,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0174",3,"acinar",2241,3.35063560825895,10515,4.02185057743432,51.69757489301,62.26343319068,71.1459819305754,80.5991440798859,2241,3.35063560825895,10515,4.02185057743432,100,51.69757489301,62.26343319068,71.1459819305754,80.5991440798859,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0175",3,"beta",1979,3.29666519026153,6589,3.81888541459401,44.1341629989376,53.1491880406738,62.1793898922447,74.4118986189103,1979,3.29666519026153,6589,3.81888541459401,100,44.1341629989376,53.1491880406738,62.1793898922447,74.4118986189103,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0176",3,"alpha",1895,3.27783833300205,5931,3.77320114235634,39.453717754173,48.8281908615748,59.1637160681167,72.8882144663632,1895,3.27783833300205,5931,3.77320114235634,100,39.453717754173,48.8281908615748,59.1637160681167,72.8882144663632,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0177",3,"beta",2046,3.31111784266251,6997,3.84497393814689,47.3345719594112,54.7520365871088,62.9126768615121,74.7749035300843,2046,3.31111784266251,6997,3.84497393814689,100,47.3345719594112,54.7520365871088,62.9126768615121,74.7749035300843,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0178",3,"alpha",2525,3.40243334621931,6756,3.82975391892497,33.7477797513321,41.5038484310243,50.3848431024275,64.3280047365305,2525,3.40243334621931,6756,3.82975391892497,100,33.7477797513321,41.5038484310243,50.3848431024275,64.3280047365305,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0179",3,"gamma",2564,3.40908736944783,8108,3.90896730041839,41.7735569807597,48.7173162308831,56.8080907745437,69.0799210656142,2564,3.40908736944783,8108,3.90896730041839,100,41.7735569807597,48.7173162308831,56.8080907745437,69.0799210656142,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0180",3,"acinar",1532,3.18554215485437,9178,3.96279536985723,58.7491828285029,71.3118326432774,79.7232512529963,88.0039224231859,1532,3.18554215485437,9178,3.96279536985723,100,58.7491828285029,71.3118326432774,79.7232512529963,88.0039224231859,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0181",3,"alpha",2261,3.35449260058944,7682,3.88553083318809,39.0653475657381,48.8414475397032,59.4116115594897,72.5462119239781,2261,3.35449260058944,7682,3.88553083318809,100,39.0653475657381,48.8414475397032,59.4116115594897,72.5462119239781,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0182",3,"beta",2109,3.32428245529769,7156,3.85473101721394,43.6416992733371,51.6629401900503,60.0335382895472,72.987702627166,2109,3.32428245529769,7156,3.85473101721394,100,43.6416992733371,51.6629401900503,60.0335382895472,72.987702627166,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0183",3,"acinar",2175,3.33765889102614,8679,3.93851972517649,43.1155663094827,54.3495794446365,65.3301071552022,76.9789146215002,2175,3.33765889102614,8679,3.93851972517649,100,43.1155663094827,54.3495794446365,65.3301071552022,76.9789146215002,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0184",3,"acinar",1982,3.2973227142053,9714,3.9874428049358,53.7265801935351,64.3092443895409,72.8124356598723,82.4068354951616,1982,3.2973227142053,9714,3.9874428049358,100,53.7265801935351,64.3092443895409,72.8124356598723,82.4068354951616,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0185",3,"delta",1688,3.22762964957101,5544,3.74390155048518,49.5310245310245,56.2770562770563,64.4480519480519,77.1464646464647,1688,3.22762964957101,5544,3.74390155048518,100,49.5310245310245,56.2770562770563,64.4480519480519,77.1464646464647,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0186",3,"alpha",2500,3.3981136917305,6231,3.79462744466451,29.0643556411491,36.751725244744,45.8674370085059,61.1940298507463,2500,3.3981136917305,6231,3.79462744466451,100,29.0643556411491,36.751725244744,45.8674370085059,61.1940298507463,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0187",3,"ductal",2329,3.36735592102602,9724,3.98788960999775,42.3179761415056,55.0185109008638,65.3434800493624,76.8305224187577,2329,3.36735592102602,9724,3.98788960999775,100,42.3179761415056,55.0185109008638,65.3434800493624,76.8305224187577,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0188",3,"delta",1516,3.18098558078673,5262,3.72123337001728,55.7202584568605,61.8586088939567,68.8521474724439,80.6917521854808,1516,3.18098558078673,5262,3.72123337001728,100,55.7202584568605,61.8586088939567,68.8521474724439,80.6917521854808,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0189",3,"delta",1203,3.08062648692181,3891,3.59017283159631,60.3443844769982,64.9961449498844,70.958622462092,81.9326651246466,1203,3.08062648692181,3891,3.59017283159631,100,60.3443844769982,64.9961449498844,70.958622462092,81.9326651246466,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0190",3,"alpha",2549,3.40654018043396,6898,3.83878614494659,28.7764569440418,37.3006668599594,47.9124383879385,63.6996230791534,2549,3.40654018043396,6898,3.83878614494659,100,28.7764569440418,37.3006668599594,47.9124383879385,63.6996230791534,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0191",3,"ductal",2576,3.4111144185509,6993,3.84472562797323,23.6522236522237,34.0769340769341,45.6599456599457,62.3480623480623,2576,3.4111144185509,6993,3.84472562797323,100,23.6522236522237,34.0769340769341,45.6599456599457,62.3480623480623,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0192",3,"beta",1971,3.29490691060519,8137,3.91051768551727,49.9938552292,57.871451394863,66.4126828069313,78.2966695342264,1971,3.29490691060519,8137,3.91051768551727,100,49.9938552292,57.871451394863,66.4126828069313,78.2966695342264,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0193",3,"beta",2536,3.40432046722173,8515,3.93023565276629,44.9324721080446,51.7674691720493,59.3423370522607,70.9336465061656,2536,3.40432046722173,8515,3.93023565276629,100,44.9324721080446,51.7674691720493,59.3423370522607,70.9336465061656,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0194",3,"delta",1420,3.15259407792747,4386,3.64216763440495,50.5015959872321,57.1591427268582,64.9566803465572,79.0241678066575,1420,3.15259407792747,4386,3.64216763440495,100,50.5015959872321,57.1591427268582,64.9566803465572,79.0241678066575,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0195",3,"alpha",2122,3.326949994166,5911,3.77173442538677,35.2732194214177,43.8335307054644,53.5273219421418,68.0595499915412,2122,3.326949994166,5911,3.77173442538677,100,35.2732194214177,43.8335307054644,53.5273219421418,68.0595499915412,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0196",3,"beta",1827,3.26197619139781,6232,3.794697126892,48.9730423620026,55.7445442875481,64.4415917843389,76.492297817715,1827,3.26197619139781,6232,3.794697126892,100,48.9730423620026,55.7445442875481,64.4415917843389,76.492297817715,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0197",3,"alpha",1957,3.29181268746712,5765,3.76087463805219,37.6062445793582,46.4006938421509,56.062445793582,70.9800520381613,1957,3.29181268746712,5765,3.76087463805219,100,37.6062445793582,46.4006938421509,56.062445793582,70.9800520381613,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0198",3,"beta",3127,3.49526674438781,9468,3.976304116552,29.2670046472328,38.2868610054922,47.7714406421631,61.354034643008,3127,3.49526674438781,9468,3.976304116552,100,29.2670046472328,38.2868610054922,47.7714406421631,61.354034643008,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0199",3,"acinar",2246,3.35160307241913,9400,3.97317405268297,44.0957446808511,56,66.2872340425532,77.6914893617021,2246,3.35160307241913,9400,3.97317405268297,100,44.0957446808511,56,66.2872340425532,77.6914893617021,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0200",3,"beta",2369,3.3747483460101,8184,3.91301868374796,43.7561094819159,51.8206256109482,60.3250244379277,72.3240469208211,2369,3.3747483460101,8184,3.91301868374796,100,43.7561094819159,51.8206256109482,60.3250244379277,72.3240469208211,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0201",3,"acinar",2380,3.37675939540488,9536,3.97941178263444,38.8947147651007,51.4156879194631,62.5,74.6539429530201,2380,3.37675939540488,9536,3.97941178263444,100,38.8947147651007,51.4156879194631,62.5,74.6539429530201,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0202",3,"alpha",2324,3.36642295722597,6102,3.78554336995659,29.2690921009505,38.7413962635202,49.0167158308751,63.7332022287775,2324,3.36642295722597,6102,3.78554336995659,100,29.2690921009505,38.7413962635202,49.0167158308751,63.7332022287775,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0203",3,"beta",2245,3.35140975192544,8235,3.91571633794599,44.408014571949,52.9690346083789,61.6879174256223,74.2805100182149,2245,3.35140975192544,8235,3.91571633794599,100,44.408014571949,52.9690346083789,61.6879174256223,74.2805100182149,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0204",3,"beta",2553,3.4072208929274,9093,3.95875494986909,45.7274826789838,52.7328714395689,60.4860881997141,72.0554272517321,2553,3.4072208929274,9093,3.95875494986909,100,45.7274826789838,52.7328714395689,60.4860881997141,72.0554272517321,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0205",3,"alpha",2300,3.36191661866864,6126,3.78724788033195,31.5540319947764,39.4058112961149,48.5634998367613,63.9405811296115,2300,3.36191661866864,6126,3.78724788033195,100,31.5540319947764,39.4058112961149,48.5634998367613,63.9405811296115,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0206",3,"beta",2019,3.30535136944662,6043,3.78132445566699,36.7698163163991,47.4929670693364,57.9348005957306,71.5207678305477,2019,3.30535136944662,6043,3.78132445566699,100,36.7698163163991,47.4929670693364,57.9348005957306,71.5207678305477,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0207",3,"acinar",1826,3.26173854735254,7461,3.87285524470481,47.7415895992494,60.0991824152258,69.1596300763973,80.0562927221552,1826,3.26173854735254,7461,3.87285524470481,100,47.7415895992494,60.0991824152258,69.1596300763973,80.0562927221552,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0208",3,"ductal",2660,3.42504487455139,7030,3.84701709793535,22.275960170697,32.4039829302987,43.6984352773827,60.2702702702703,2660,3.42504487455139,7030,3.84701709793535,100,22.275960170697,32.4039829302987,43.6984352773827,60.2702702702703,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0209",3,"ductal",2946,3.46938013584993,7899,3.89762709129044,18.6605899480947,29.2062286365363,41.4609444233447,57.3110520319028,2946,3.46938013584993,7899,3.89762709129044,100,18.6605899480947,29.2062286365363,41.4609444233447,57.3110520319028,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0210",3,"beta",1475,3.16908635748702,4823,3.68340729913209,47.0868753887622,55.11092680904,65.3535144101182,79.3489529338586,1475,3.16908635748702,4823,3.68340729913209,100,47.0868753887622,55.11092680904,65.3535144101182,79.3489529338586,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0211",3,"alpha",2207,3.34399906905716,6133,3.78774377164647,30.8005869884233,40.7793901842491,51.8995597586825,67.0145116582423,2207,3.34399906905716,6133,3.78774377164647,100,30.8005869884233,40.7793901842491,51.8995597586825,67.0145116582423,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0212",3,"alpha",2229,3.34830486304816,5400,3.73247417728119,24.5185185185185,34.0740740740741,45.2962962962963,61.8518518518518,2229,3.34830486304816,5400,3.73247417728119,100,24.5185185185185,34.0740740740741,45.2962962962963,61.8518518518518,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0213",3,"acinar",1926,3.28488171465545,9781,3.99042765848526,54.2991514160106,66.3326858194459,74.6958388712811,83.4781719660566,1926,3.28488171465545,9781,3.99042765848526,100,54.2991514160106,66.3326858194459,74.6958388712811,83.4781719660566,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0214",3,"acinar",909,2.95904139232109,5628,3.7504312486602,65.9914712153518,77.1321961620469,85.092395167022,92.7327647476901,909,2.95904139232109,5628,3.7504312486602,100,65.9914712153518,77.1321961620469,85.092395167022,92.7327647476901,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0215",3,"gamma",2479,3.39445168082622,6408,3.80679027158407,31.2734082397004,39.7315855181024,49.3289637952559,63.3583021223471,2479,3.39445168082622,6408,3.80679027158407,100,31.2734082397004,39.7315855181024,49.3289637952559,63.3583021223471,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0216",3,"alpha",2421,3.38417413880703,6836,3.83486557990004,34.4353423054418,42.8759508484494,51.8870684610884,65.9011117612639,2421,3.38417413880703,6836,3.83486557990004,100,34.4353423054418,42.8759508484494,51.8870684610884,65.9011117612639,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0217",3,"alpha",2126,3.32776748990273,6764,3.83026780093364,39.9911295091662,48.3737433471319,57.7616794795979,71.4222353636901,2126,3.32776748990273,6764,3.83026780093364,100,39.9911295091662,48.3737433471319,57.7616794795979,71.4222353636901,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0218",3,"acinar",1944,3.28891960566173,8609,3.93500315145365,51.7133232663492,62.0048786154025,71.5414101521663,81.0895574398885,1944,3.28891960566173,8609,3.93500315145365,100,51.7133232663492,62.0048786154025,71.5414101521663,81.0895574398885,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0219",3,"beta",2237,3.34986008219233,6847,3.8355637516691,40.148970351979,47.6559076968015,56.4772893237914,69.7385716372134,2237,3.34986008219233,6847,3.8355637516691,100,40.148970351979,47.6559076968015,56.4772893237914,69.7385716372134,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0220",3,"delta",1647,3.2169572073611,5257,3.72082058177034,50.5040897850485,57.7515693361233,65.6458055925433,78.1814723226175,1647,3.2169572073611,5257,3.72082058177034,100,50.5040897850485,57.7515693361233,65.6458055925433,78.1814723226175,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0221",3,"alpha",2801,3.44746813094976,8442,3.92649678927322,29.3532338308458,38.7941246150201,49.0286661928453,63.4091447524283,2801,3.44746813094976,8442,3.92649678927322,100,29.3532338308458,38.7941246150201,49.0286661928453,63.4091447524283,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0222",3,"ductal",2969,3.47275644931721,8022,3.90433679220249,19.7830964846672,28.8830715532286,39.9027673896784,57.0555971079531,2969,3.47275644931721,8022,3.90433679220249,100,19.7830964846672,28.8830715532286,39.9027673896784,57.0555971079531,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0223",3,"delta",1420,3.15259407792747,5921,3.77246840305328,62.0672183752745,68.2823847323087,74.7508866745482,84.4620841074143,1420,3.15259407792747,5921,3.77246840305328,100,62.0672183752745,68.2823847323087,74.7508866745482,84.4620841074143,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0224",3,"ductal",1692,3.22865695810894,4049,3.60745502321467,25.0432205482835,36.7992096814028,49.1232403062485,67.76981970857,1692,3.22865695810894,4049,3.60745502321467,100,25.0432205482835,36.7992096814028,49.1232403062485,67.76981970857,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0225",3,"delta",1420,3.15259407792747,4501,3.6534054906645,52.7216174183515,58.5425461008665,66.1852921572984,79.5600977560542,1420,3.15259407792747,4501,3.6534054906645,100,52.7216174183515,58.5425461008665,66.1852921572984,79.5600977560542,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0226",3,"acinar",2107,3.32387060654051,10341,4.01460453343605,51.2136157044773,61.7348418914999,71.5017889952616,81.4331302581955,2107,3.32387060654051,10341,4.01460453343605,100,51.2136157044773,61.7348418914999,71.5017889952616,81.4331302581955,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0227",3,"ductal",2934,3.46760810558363,7467,3.87320430927704,21.8561671353957,30.6816659970537,40.9669211195929,56.4751573590465,2934,3.46760810558363,7467,3.87320430927704,100,21.8561671353957,30.6816659970537,40.9669211195929,56.4751573590465,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0228",3,"acinar",1400,3.14643813528577,6281,3.79809793206249,53.8290081197262,65.1488616462347,74.4149020856552,85.3208087884095,1400,3.14643813528577,6281,3.79809793206249,100,53.8290081197262,65.1488616462347,74.4149020856552,85.3208087884095,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0229",3,"acinar",2070,3.31618009889345,9522,3.97877378433012,50.1470279353077,62.1193026675068,71.2350346565847,80.9388783868935,2070,3.31618009889345,9522,3.97877378433012,100,50.1470279353077,62.1193026675068,71.2350346565847,80.9388783868935,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0230",3,"beta",2157,3.33405144034689,7930,3.89932794987765,49.0668348045397,56.2799495586381,64.2622950819672,75.5863808322825,2157,3.33405144034689,7930,3.89932794987765,100,49.0668348045397,56.2799495586381,64.2622950819672,75.5863808322825,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0231",3,"alpha",1739,3.2405492482826,5092,3.70697367617618,41.3393558523174,49.9410840534171,59.5443833464258,73.6449332285939,1739,3.2405492482826,5092,3.70697367617618,100,41.3393558523174,49.9410840534171,59.5443833464258,73.6449332285939,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0232",3,"ductal",2696,3.43088094645289,6822,3.83397537127991,18.8507768982703,28.6133098798006,39.4605687481677,56.5230137789505,2696,3.43088094645289,6822,3.83397537127991,100,18.8507768982703,28.6133098798006,39.4605687481677,56.5230137789505,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0233",3,"beta",2522,3.40191725051757,7653,3.88388845788848,37.9981706520319,45.1064941852868,53.8873644322488,67.594407421926,2522,3.40191725051757,7653,3.88388845788848,100,37.9981706520319,45.1064941852868,53.8873644322488,67.594407421926,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0234",3,"beta",2022,3.3059958827708,6752,3.82949674972018,47.0971563981043,53.7914691943128,61.9075829383886,74.2446682464455,2022,3.3059958827708,6752,3.82949674972018,100,47.0971563981043,53.7914691943128,61.9075829383886,74.2446682464455,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0235",3,"acinar",2134,3.32939787936104,7733,3.88840416773705,44.2519074098022,55.2825552825553,64.7484805379542,75.8567179619811,2134,3.32939787936104,7733,3.88840416773705,100,44.2519074098022,55.2825552825553,64.7484805379542,75.8567179619811,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0236",3,"alpha",2039,3.3096301674259,5437,3.73543920325148,33.7134449144749,42.3763104653301,52.1611182637484,66.8567224572375,2039,3.3096301674259,5437,3.73543920325148,100,33.7134449144749,42.3763104653301,52.1611182637484,66.8567224572375,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0237",3,"acinar",1010,3.004751155591,7025,3.84670814545601,71.4733096085409,80.1565836298932,86.4341637010676,92.7402135231317,1010,3.004751155591,7025,3.84670814545601,100,71.4733096085409,80.1565836298932,86.4341637010676,92.7402135231317,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0238",3,"alpha",2091,3.32056168019524,5882,3.76959884838745,34.4440666439986,43.3015980958858,53.3151989119347,68.4971098265896,2091,3.32056168019524,5882,3.76959884838745,100,34.4440666439986,43.3015980958858,53.3151989119347,68.4971098265896,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0239",3,"activated_stellate",2872,3.45833562599195,8173,3.91243463337557,25.5597699743056,35.0055059341735,46.2131408295607,61.6909335617276,2872,3.45833562599195,8173,3.91243463337557,100,25.5597699743056,35.0055059341735,46.2131408295607,61.6909335617276,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0240",3,"alpha",2582,3.41212440617332,6475,3.81130684008134,27.7065637065637,35.953667953668,45.5752895752896,61.0965250965251,2582,3.41212440617332,6475,3.81130684008134,100,27.7065637065637,35.953667953668,45.5752895752896,61.0965250965251,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0241",3,"ductal",2613,3.41730558324453,6558,3.81683763090204,23.482769136932,32.5251601097896,43.3363830436109,59.8353156450137,2613,3.41730558324453,6558,3.81683763090204,100,23.482769136932,32.5251601097896,43.3363830436109,59.8353156450137,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0242",3,"beta",2161,3.33485568961729,6695,3.8258154449852,42.8379387602689,49.8282300224048,57.9387602688574,71.0231516056759,2161,3.33485568961729,6695,3.8258154449852,100,42.8379387602689,49.8282300224048,57.9387602688574,71.0231516056759,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0243",3,"alpha",2577,3.41128291301738,6158,3.78951020409025,21.6953556349464,30.4806755440078,40.9386164339071,57.7784995128288,2577,3.41128291301738,6158,3.78951020409025,100,21.6953556349464,30.4806755440078,40.9386164339071,57.7784995128288,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0244",3,"beta",1608,3.20655604409903,6236,3.79497574405113,57.8576010262989,64.5125080179602,71.4400256574727,82.0878768441309,1608,3.20655604409903,6236,3.79497574405113,100,57.8576010262989,64.5125080179602,71.4400256574727,82.0878768441309,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0245",3,"delta",1963,3.29314148345093,5650,3.7521253072979,43.0973451327434,50.353982300885,58.6371681415929,71.7522123893805,1963,3.29314148345093,5650,3.7521253072979,100,43.0973451327434,50.353982300885,58.6371681415929,71.7522123893805,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0246",3,"alpha",2050,3.31196566036837,5392,3.73183042028816,34.8293768545994,43.0452522255193,52.0215133531157,66.8954005934718,2050,3.31196566036837,5392,3.73183042028816,100,34.8293768545994,43.0452522255193,52.0215133531157,66.8954005934718,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0247",3,"acinar",2030,3.30770992340481,7917,3.89861549741619,45.2823039029936,56.7007704938739,66.5403561955286,77.6935707970191,2030,3.30770992340481,7917,3.89861549741619,100,45.2823039029936,56.7007704938739,66.5403561955286,77.6935707970191,0,0,0,0,0,0,0,0,0,0,FALSE
"human3_lib2.final_cell_0248",3,"alpha",2521,3.40174508223706,6204,3.79274178583475,29.8839458413927,37.5241779497099,46.7117988394584,61.3797549967763,2521,3.40174508223706,6204,3.79274178583475,100,29.8839458413927,37.5241779497099,46.7117988394584,61.3797549967763,0,0,0,0,0,0,0,0,0,0,FALSE
