sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,16,17,18,18,18,18,18,19,19,20,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0524
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0525
1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0526
4,4,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,23,23,24,25,26,27,27,28,28,29,32,33,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0527
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,4,4,4,4,4,4,4,4,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0528
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0529
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0530
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0531
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0532
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,4,4,4,4,4,4,4,4,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0533
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0534
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0535
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0536
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0537
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0538
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0539
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0540
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0541
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0542
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,4,4,4,4,4,4,4,4,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,4,4,4,4,9,10,11,12,12,13,13,14,15,16,17,18,19,20,21,22,human3_lib1.final_cell_0543
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0544
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0545
1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0546
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0547
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0548
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0549
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0550
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0551
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0552
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0553
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0554
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0555
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,1,1,1,1,5,10,11,12,13,14,14,15,16,16,17,17,18,19,20,21,22,23,24,25,25,1,1,1,5,5,9,9,10,10,10,10,11,12,13,13,14,15,16,16,17,human3_lib1.final_cell_0556
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0557
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0558
1,1,1,4,4,7,8,9,9,10,10,10,12,12,12,13,13,14,15,15,15,15,15,15,15,16,17,17,17,17,17,18,18,19,4,4,4,4,4,4,4,4,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,4,4,4,4,9,10,11,12,12,13,13,14,15,16,17,18,19,20,21,22,human3_lib1.final_cell_0559
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0560
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,9,10,11,12,12,13,13,14,15,16,17,18,19,20,21,22,human3_lib1.final_cell_0561
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0562
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0563
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0564
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0565
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0566
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0567
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0568
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0569
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0570
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0571
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0572
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0573
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0574
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0575
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0576
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0577
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0578
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0579
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0580
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0581
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,17,17,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0582
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0583
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0584
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0585
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0586
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0587
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0588
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0589
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0590
2,2,2,2,2,2,4,4,4,4,4,4,4,4,14,15,15,16,17,17,17,17,17,17,18,19,20,21,21,22,22,23,23,24,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,2,2,7,8,8,8,8,9,9,9,9,10,11,12,12,13,14,14,14,14,human3_lib1.final_cell_0591
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0592
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,16,17,18,18,18,18,18,19,19,20,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0593
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,human3_lib1.final_cell_0594
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,25,26,26,27,27,28,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0595
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,16,17,18,18,18,18,18,19,19,20,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0596
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,19,20,21,21,21,22,23,24,25,29,30,31,32,33,34,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,9,10,10,10,10,human3_lib1.final_cell_0597
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,18,18,18,18,19,20,21,22,22,23,23,24,24,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,9,9,9,9,human3_lib1.final_cell_0598
