sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0233
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0234
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0235
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0236
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0237
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0238
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0239
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0240
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0241
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0242
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0243
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0244
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0245
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0246
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,10,10,10,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human3_lib1.final_cell_0247
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0248
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,2,2,2,2,2,2,2,2,2,2,2,human3_lib1.final_cell_0249
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0250
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0251
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0252
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0253
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0254
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0255
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0256
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0257
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0258
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0259
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0260
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0261
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0262
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0263
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0264
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0265
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0266
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0267
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0268
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0269
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0270
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0271
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0272
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0273
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0274
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0275
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0276
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0277
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0278
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0279
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0280
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0281
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0282
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0283
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0284
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0285
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0286
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0287
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0288
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0289
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0290
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0291
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0292
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0293
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0294
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0295
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0296
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0297
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0298
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0299
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0300
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0301
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0302
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0303
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0304
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0305
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0306
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0307
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0308
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0309
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0310
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0311
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0312
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0313
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0314
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0315
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,7,7,7,12,12,13,14,14,15,15,15,16,16,17,18,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0316
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0317
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0318
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0319
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human3_lib1.final_cell_0320
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0321
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0322
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0323
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0324
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0325
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0326
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0327
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0328
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0329
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0330
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0331
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0332
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0333
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0334
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0335
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0336
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0337
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0338
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0339
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0340
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0341
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib1.final_cell_0342
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0343
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0344
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0345
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib1.final_cell_0346
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0347
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0348
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0349
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0350
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0351
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0352
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0353
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0354
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0355
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0356
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib1.final_cell_0357
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib1.final_cell_0358
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib1.final_cell_0359
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib1.final_cell_0360
