cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
human3_lib2.final_cell_0267,27,9,2,27,9,2,27,9,2,27,9,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0268,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0269,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2,27,3,2
human3_lib2.final_cell_0270,27,9,2,27,9,2,27,9,2,27,9,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0271,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human3_lib2.final_cell_0272,27,9,2,27,9,2,27,9,2,27,9,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0273,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0274,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0275,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0276,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0277,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0278,7,10,13,7,10,13,7,10,13,7,10,13,7,10,13,7,10,13,7,10,13,7,5,13,7,5,13,7,5,13,7,5,13,7,5,13,7,5,13,7,5,13,7,5,13,7,1,13,5,1,13,5,1,13,5,1,13,5,1,13,5,1,13
human3_lib2.final_cell_0279,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0280,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0281,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0282,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0283,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0284,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0285,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0286,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0287,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0288,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0289,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11
human3_lib2.final_cell_0290,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0291,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0292,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0293,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0294,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human3_lib2.final_cell_0295,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0296,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0297,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11
human3_lib2.final_cell_0298,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0299,27,9,2,27,9,2,27,9,2,27,9,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0300,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0301,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0302,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0303,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0304,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0305,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0306,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0307,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0308,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0309,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0310,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0311,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human3_lib2.final_cell_0312,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0313,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0314,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0315,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0316,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0317,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human3_lib2.final_cell_0318,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0319,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,23,7,11,23,7,11,23,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11
human3_lib2.final_cell_0320,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0321,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0322,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0323,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,23,7,11,23,7,11,23,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11
human3_lib2.final_cell_0324,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0325,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0326,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0327,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0328,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0329,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0330,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1
human3_lib2.final_cell_0331,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0332,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,12,9,15,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0333,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11,16,19,11
human3_lib2.final_cell_0334,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0335,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0336,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,25,13,18,23,13,18,23,13,18,23,13,18,22,13,18,22,13,18,22,13,18,22,13,18,22,13,18,22,13,18,22,13,18,22,13,18
human3_lib2.final_cell_0337,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,12,5,15,6,5,5,6,5,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0338,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0339,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0340,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0341,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,9,20,6,5,20,6,5,20,6,5,20,6,5,20,3,5,20,3,5,20,3,5,20,3,5,20,3
human3_lib2.final_cell_0342,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0343,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0344,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human3_lib2.final_cell_0345,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human3_lib2.final_cell_0346,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0347,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0348,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0349,4,12,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0350,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0351,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0352,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0353,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0354,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0355,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0356,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1,2,4,1
human3_lib2.final_cell_0357,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0358,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,5,13,6,5,13,6,5,13,6,5,13,3,5,13,3,5,13,3,5,13,3,5,13,3
human3_lib2.final_cell_0359,27,9,2,27,9,2,27,9,2,27,9,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human3_lib2.final_cell_0360,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human3_lib2.final_cell_0361,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,10,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human3_lib2.final_cell_0362,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
