sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_34,Monocle.Monocle_33,Monocle.Monocle_32,Monocle.Monocle_31,Monocle.Monocle_30,Monocle.Monocle_29,Monocle.Monocle_28,Monocle.Monocle_27,Monocle.Monocle_26,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_21,Seurat.Seurat_20,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1507101_O15
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O16
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1507101_O17
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1507101_O18
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1507101_O19
8,8,8,8,9,10,10,11,11,11,11,12,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1507101_O2
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O20
1,1,1,1,1,1,1,1,1,1,14,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_O21
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O22
7,7,12,12,13,14,15,16,16,16,17,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,29,30,31,32,32,33,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1507101_O23
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1507101_O24
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1507101_O3
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O4
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O5
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_O6
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1507101_O7
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1507101_O8
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1507101_O9
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,33,34,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1507101_P1
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P10
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P11
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P12
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,29,30,31,32,32,33,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P14
5,5,5,5,5,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,1,1,4,4,4,4,4,11,11,11,11,13,14,15,16,17,17,17,17,17,18,18,HP1507101_P15
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_P16
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P17
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P18
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1507101_P19
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1507101_P2
5,5,5,5,5,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,1,1,4,4,7,10,11,12,12,13,13,14,15,16,17,18,18,18,18,18,19,19,HP1507101_P20
7,7,12,12,13,14,15,16,16,16,17,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,29,30,31,32,32,33,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1507101_P21
1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,13,14,15,16,17,18,18,19,20,20,21,22,23,23,23,23,24,25,26,27,27,28,28,28,29,29,30,31,32,33,34,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_P22
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P23
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1507101_P24
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P3
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,21,26,26,27,27,27,28,28,28,29,30,31,31,32,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P4
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P5
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,22,22,23,23,24,24,24,25,29,29,30,30,31,32,33,34,35,36,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P6
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1507101_P7
7,7,12,12,13,14,15,16,17,17,18,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,22,22,23,24,24,HP1507101_P8
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1507101_P9
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_A1
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,19,19,19,19,19,20,20,20,21,21,21,22,22,22,23,24,25,25,25,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1508501T2D_A10
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1508501T2D_A11
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A12
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A13
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A14
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A15
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A16
5,5,5,5,5,7,11,12,12,12,12,13,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_A17
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1508501T2D_A18
7,7,12,12,13,14,15,16,16,16,17,18,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1508501T2D_A19
8,8,8,8,9,10,10,11,11,11,11,12,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1508501T2D_A2
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_A20
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,18,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_A21
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1508501T2D_A22
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,25,26,27,28,29,30,HP1508501T2D_A23
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A24
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A3
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A4
1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_A5
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_A6
5,5,5,5,5,7,11,12,12,12,12,13,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_A7
5,5,5,5,5,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,1,1,4,4,4,4,4,11,11,11,11,13,14,15,16,17,17,17,17,17,18,18,HP1508501T2D_A8
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1508501T2D_A9
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1508501T2D_B1
7,7,12,12,13,14,15,16,16,16,17,18,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1508501T2D_B10
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B11
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B12
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_B13
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1508501T2D_B14
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B15
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,19,19,19,19,19,20,20,20,21,21,21,22,22,22,23,24,25,25,25,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1508501T2D_B16
5,5,5,5,5,7,11,12,12,12,12,13,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_B17
5,5,5,5,5,7,11,12,12,12,12,13,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_B18
5,5,5,5,5,7,11,12,12,12,12,13,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,1,1,4,4,4,4,4,11,11,11,11,11,11,12,12,13,13,13,13,13,14,14,HP1508501T2D_B19
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,10,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1508501T2D_B2
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,19,19,19,19,19,20,20,20,21,21,21,22,22,22,23,24,25,25,25,8,8,9,9,10,11,12,13,13,14,14,15,16,17,18,19,19,19,19,19,20,20,HP1508501T2D_B20
7,7,12,12,13,14,15,16,17,17,18,19,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,19,19,19,19,19,20,20,20,21,21,21,22,22,22,23,24,25,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1508501T2D_B21
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B22
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B23
1,1,1,1,1,1,1,1,1,18,19,20,3,8,8,8,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B24
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B3
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B4
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1508501T2D_B5
1,1,1,1,1,1,1,1,1,1,1,10,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_B6
1,1,1,1,1,1,1,1,1,1,1,10,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1508501T2D_B7
7,7,12,12,13,14,15,16,17,17,18,19,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,10,10,11,11,12,13,14,15,16,17,17,18,19,20,21,22,22,23,23,24,25,25,HP1508501T2D_B8
