sc3.sc3_10,sc3.sc3_11,sc3.sc3_12,sc3.sc3_13,sc3.sc3_14,sc3.sc3_15,sc3.sc3_16,sc3.sc3_17,sc3.sc3_18,sc3.sc3_19,sc3.sc3_20,sc3.sc3_21,sc3.sc3_22,sc3.sc3_23,sc3.sc3_24,sc3.sc3_25,sc3.sc3_26,sc3.sc3_27,sc3.sc3_28,sc3.sc3_29,sc3.sc3_30,sc3.sc3_31,Monocle.Monocle_10,Monocle.Monocle_11,Monocle.Monocle_12,Monocle.Monocle_13,Monocle.Monocle_14,Monocle.Monocle_15,Monocle.Monocle_16,Monocle.Monocle_17,Monocle.Monocle_18,Monocle.Monocle_19,Monocle.Monocle_20,Monocle.Monocle_21,Monocle.Monocle_22,Monocle.Monocle_23,Monocle.Monocle_24,Monocle.Monocle_25,Monocle.Monocle_26,Monocle.Monocle_27,Monocle.Monocle_28,Monocle.Monocle_29,Monocle.Monocle_30,Monocle.Monocle_31,Monocle.Monocle_32,Monocle.Monocle_33,Monocle.Monocle_34,Monocle.Monocle_35,Monocle.Monocle_36,Monocle.Monocle_37,Monocle.Monocle_38,Monocle.Monocle_39,Monocle.Monocle_40,Monocle.Monocle_41,Seurat.Seurat_10,Seurat.Seurat_11,Seurat.Seurat_12,Seurat.Seurat_13,Seurat.Seurat_14,Seurat.Seurat_15,Seurat.Seurat_16,Seurat.Seurat_17,Seurat.Seurat_18,Seurat.Seurat_19,Seurat.Seurat_20,Seurat.Seurat_21,Seurat.Seurat_22,Seurat.Seurat_23,Seurat.Seurat_24,Seurat.Seurat_25,cells
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_J4
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_J5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1507101_J6
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,23,24,24,25,25,25,25,26,26,27,27,28,29,29,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1507101_J7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,27,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_J8
1,5,5,11,12,12,12,12,13,14,18,19,19,20,21,21,21,22,23,24,24,25,7,7,7,7,7,7,7,7,16,16,17,18,18,18,19,20,20,21,21,22,22,23,23,23,23,24,24,25,25,26,27,27,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1507101_J9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,27,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1507101_K1
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_K10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_K11
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_K12
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_K13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_K14
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_K15
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,32,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1507101_K16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1507101_K17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_K18
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K19
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1507101_K2
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_K20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,27,28,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_K21
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K22
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_K23
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,19,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_K24
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K3
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K4
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K5
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_K7
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_K8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_K9
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_L1
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L10
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_L12
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L13
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L14
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L15
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_L16
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,23,24,24,25,25,25,25,26,26,27,27,28,29,29,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1507101_L17
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L18
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L19
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_L20
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L21
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_L22
1,1,1,1,1,1,1,1,1,1,1,1,20,21,22,23,23,24,25,26,26,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,29,30,31,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_L23
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_L24
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L3
1,1,1,1,1,1,1,1,1,1,1,1,20,21,22,23,23,24,25,26,26,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,29,30,31,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_L4
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L5
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L6
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_L7
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1507101_L8
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1507101_L9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M1
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1507101_M10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M11
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M13
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M15
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1507101_M16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M17
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M19
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,9,10,11,12,13,14,15,16,16,17,17,18,19,20,21,22,HP1507101_M2
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M21
1,5,5,11,12,12,12,12,13,14,18,19,19,20,21,21,21,22,23,24,24,25,7,7,7,7,7,7,7,7,16,16,17,18,18,18,19,20,20,21,21,22,22,23,23,23,23,24,24,25,25,26,27,27,7,8,9,9,10,11,12,12,12,12,12,13,14,14,15,15,HP1507101_M22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_M24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M3
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M5
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_M6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M7
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_M8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1507101_M9
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,6,6,6,6,6,13,13,14,15,15,16,16,HP1507101_N1
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1507101_N10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1507101_N11
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N12
9,10,11,12,13,14,14,15,16,17,17,18,18,19,20,20,20,21,22,23,23,24,9,9,12,13,14,15,16,16,17,17,18,19,19,20,21,22,22,23,24,25,25,26,26,26,26,27,28,29,30,31,32,33,8,9,10,11,12,13,14,15,15,16,16,17,18,18,19,19,HP1507101_N13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1507101_N14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,8,8,8,8,8,5,6,7,7,8,9,9,9,9,9,9,10,10,10,11,11,HP1507101_N15
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,7,7,7,7,7,7,7,7,16,16,17,18,18,19,20,21,21,22,22,23,23,24,24,27,27,28,29,30,31,32,33,34,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N16
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,10,10,11,11,11,19,32,1,2,2,2,6,6,10,10,10,10,10,11,11,11,12,12,HP1507101_N17
1,1,1,1,5,5,5,5,5,13,13,14,14,15,16,22,22,23,24,25,25,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,27,28,28,29,30,30,1,2,2,2,2,2,2,2,2,2,18,19,20,21,22,23,HP1507101_N18
