sc3.sc3_41,sc3.sc3_40,sc3.sc3_39,sc3.sc3_38,sc3.sc3_37,sc3.sc3_36,sc3.sc3_35,sc3.sc3_34,sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0258
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0259
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0260
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0261
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0262
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human2_lib3.final_cell_0263
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0264
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0265
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,17,17,17,17,18,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,9,9,9,9,10,10,10,10,10,10,10,human2_lib3.final_cell_0266
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0267
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,10,11,12,13,14,15,15,15,16,16,16,17,17,17,17,human2_lib3.final_cell_0268
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0269
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0270
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,9,10,11,12,13,14,15,16,17,18,19,19,20,21,21,22,23,23,24,24,24,25,8,9,10,11,12,13,14,15,16,16,16,17,17,17,18,18,18,18,human2_lib3.final_cell_0271
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0272
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0273
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0274
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0275
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0276
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0277
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0278
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0279
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0280
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0281
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0282
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0283
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0284
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0285
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0286
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0287
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0288
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human2_lib3.final_cell_0289
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0290
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0291
4,4,4,4,5,5,5,6,6,6,6,7,11,11,12,12,13,13,13,13,13,13,13,13,14,15,15,16,16,17,18,18,19,19,19,19,19,20,20,20,20,21,3,3,7,7,7,8,9,10,10,11,12,13,13,14,15,15,16,17,17,18,19,19,20,20,20,21,4,4,8,8,9,9,9,10,10,10,10,11,11,11,12,12,12,12,human2_lib3.final_cell_0292
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0293
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0294
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,17,33,34,35,36,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0295
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0296
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0297
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0298
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0299
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0300
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0301
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,17,17,17,17,18,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,10,10,10,10,10,10,10,human2_lib3.final_cell_0302
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0303
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0304
4,4,4,4,5,5,5,6,6,6,6,7,11,11,12,12,13,13,13,13,13,13,13,13,14,15,15,16,16,17,18,18,19,19,19,19,19,20,20,20,20,21,3,3,7,7,7,8,9,10,10,11,12,13,13,14,15,15,16,17,17,18,19,19,20,20,20,21,4,4,8,8,9,9,9,10,10,10,10,11,11,11,12,12,12,12,human2_lib3.final_cell_0305
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0306
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0307
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0308
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0309
4,4,4,4,5,5,5,6,6,6,6,7,11,11,12,12,13,15,15,15,15,15,15,15,16,17,17,18,18,19,20,20,21,21,21,21,21,22,22,22,22,23,3,3,7,7,7,8,9,10,11,12,13,14,15,16,17,17,18,19,19,20,21,21,22,22,22,23,4,4,8,8,9,9,9,10,11,11,11,12,12,12,13,13,13,13,human2_lib3.final_cell_0310
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0311
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0312
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human2_lib3.final_cell_0313
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0314
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0315
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,17,18,18,18,19,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0316
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human2_lib3.final_cell_0317
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,8,9,10,11,12,13,14,15,16,17,18,18,19,20,20,21,22,22,23,23,23,24,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human2_lib3.final_cell_0318
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0319
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0320
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0321
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,17,17,17,17,18,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,9,9,9,9,10,10,10,10,10,10,10,human2_lib3.final_cell_0322
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,22,23,24,24,25,25,26,27,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human2_lib3.final_cell_0323
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,22,22,23,24,24,25,25,25,26,27,28,28,29,29,30,3,3,3,3,3,5,5,5,5,7,8,9,9,11,11,11,12,12,12,12,12,12,13,13,13,14,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human2_lib3.final_cell_0324
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,32,33,33,34,35,36,37,38,39,40,41,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0325
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,24,25,26,27,28,29,29,30,31,31,32,32,33,34,35,36,37,38,39,40,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human2_lib3.final_cell_0326
