sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L11
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L14
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_L16
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1507101_L17
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L18
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L19
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L2
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L21
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_L22
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1507101_L23
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_L24
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L3
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1507101_L4
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L5
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_L7
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_M12
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_M18
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_M2
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1507101_M22
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_M4
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_M8
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,3,3,7,7,8,8,9,10,11,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N1
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_N13
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N16
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N19
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N2
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N20
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N21
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1507101_N4
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_N5
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_N6
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1507101_N8
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,2,2,2,2,2,2,2,2,2,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_N9
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O1
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O11
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1507101_O12
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O13
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_O14
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O16
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_O19
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O20
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O22
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1507101_O23
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_O3
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_O5
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_O8
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1507101_P1
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P10
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P11
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P12
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,17,18,18,18,18,18,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1507101_P2
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1507101_P21
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P23
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P3
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,6,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P4
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P5
1,1,1,4,4,4,4,4,12,13,14,15,16,16,16,16,17,17,17,19,19,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1507101_P8
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,19,20,20,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1508501T2D_A10
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1508501T2D_A11
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A12
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,2,2,2,2,2,2,2,2,2,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A13
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1508501T2D_A14
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A15
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_A17
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1508501T2D_A19
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1508501T2D_A23
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A3
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,2,2,2,2,2,2,2,2,2,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_A4
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_A7
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1508501T2D_A8
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1508501T2D_B10
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B11
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1508501T2D_B14
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B15
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,19,20,20,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1508501T2D_B16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_B17
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_B18
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_B19
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,19,20,20,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1508501T2D_B20
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,1,1,1,1,5,10,11,12,13,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1508501T2D_B21
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B23
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B3
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B4
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B5
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B8
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_B9
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_C10
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_C11
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1508501T2D_C12
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_C13
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,19,20,20,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1508501T2D_C14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_C15
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1508501T2D_C16
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,8,8,8,HP1508501T2D_C17
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_C18
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1508501T2D_C19
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_C2
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_C20
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1508501T2D_C23
1,1,1,4,4,4,4,4,12,13,13,14,15,15,15,15,16,16,19,20,20,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,8,16,16,17,HP1508501T2D_C4
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1508501T2D_C8
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1508501T2D_C9
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1508501T2D_D1
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,2,2,2,2,2,2,2,2,2,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D10
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1508501T2D_D11
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,2,2,2,2,2,2,2,2,2,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D13
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D14
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1508501T2D_D15
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D16
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D17
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1508501T2D_D18
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D2
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,2,2,2,2,2,2,2,2,2,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D20
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,5,5,5,6,6,7,7,7,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D21
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1508501T2D_D22
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D3
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D5
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D6
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_D8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1508501T2D_D9
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1508501T2D_E1
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E10
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_E11
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E12
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E13
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_E15
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_E16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,13,14,15,15,15,16,HP1508501T2D_E17
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,4,4,4,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E18
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,5,5,7,7,7,11,11,11,12,13,13,13,14,HP1508501T2D_E19
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,6,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E2
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1508501T2D_E20
1,1,1,4,4,10,11,12,13,14,15,16,17,17,17,18,19,19,20,21,21,4,4,4,4,4,4,6,6,8,5,6,7,8,9,10,10,10,10,11,12,12,12,13,HP1508501T2D_E21
