cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1508501T2D_G14,4,19,8,8,4,19,8,8,4,18,8,8,4,18,8,8,4,18,8,8,4,18,8,8,1,18,8,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8
HP1508501T2D_G15,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17
HP1508501T2D_G16,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18,18,5,22,18
HP1508501T2D_G17,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,12,4,20,12,8,4,20,11,8,4,20,11,8,4,20,3,8,4,1
HP1508501T2D_G18,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,12,4,12,12,8,4,12,11,8,4,12,11,8,4,12,3,8,4,12
HP1508501T2D_G19,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,12,4,11,12,8,4,11,11,8,4,11,11,8,4,11,3,8,4,1
HP1508501T2D_G2,4,19,8,21,4,19,8,21,4,18,8,21,4,18,8,21,4,18,8,21,4,18,8,21,1,18,8,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21
HP1508501T2D_G20,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1,24,23,5,1
HP1508501T2D_G21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21,24,14,5,21
HP1508501T2D_G22,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,6,15,15,9,3,15,15,9,3,13,15,9,3,13,15,9,3,13,15,9,3,13,15,9,3,13,15,9,3,13,15,9,3,13,15
HP1508501T2D_G23,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,12,4,4,12,8,4,4,11,8,4,4,11,8,4,4,3,8,4,1
HP1508501T2D_G3,4,19,8,5,4,19,8,5,4,18,8,5,4,18,8,5,4,18,8,5,4,18,8,5,1,18,8,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,4,1,18,7,1
HP1508501T2D_G4,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,9,24,23,5,1
HP1508501T2D_G5,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,25,13,21,12,21,13,21,12
HP1508501T2D_G6,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1
HP1508501T2D_G9,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3,18,5,22,3
HP1508501T2D_H10,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24,24,23,5,24
HP1508501T2D_H11,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6,13,10,6,6
HP1508501T2D_H12,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10,18,4,22,10
HP1508501T2D_H13,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,1,18,8,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6
HP1508501T2D_H14,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,25,2,1,26,1
HP1508501T2D_H15,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18,24,5,10,18
HP1508501T2D_H16,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,12,4,23,12,8,4,23,11,8,4,23,11,8,4,23,3,8,4,1
HP1508501T2D_H17,4,21,8,12,4,21,8,12,4,21,8,12,4,18,8,12,4,18,8,12,4,18,8,12,1,18,8,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12
HP1508501T2D_H18,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,15,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8
HP1508501T2D_H2,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,25,13,21,25,21,13,21,1
HP1508501T2D_H21,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18
HP1508501T2D_H22,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,9,24,5,2,1
HP1508501T2D_H23,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17,24,23,5,17
HP1508501T2D_H3,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,1
HP1508501T2D_H4,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1,24,17,5,1
HP1508501T2D_H5,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,15,16,24,17,4,16,24
HP1508501T2D_H6,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18,24,17,5,18
HP1508501T2D_I1,4,18,8,20,4,18,8,20,4,18,8,20,4,18,8,20,4,18,8,20,4,18,8,20,1,18,8,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,1
HP1508501T2D_I10,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,12,4,22,12,8,4,22,11,8,4,22,11,8,4,22,3,8,4,1
HP1508501T2D_I11,4,19,8,14,4,19,8,14,4,18,8,14,4,18,8,14,4,18,8,14,4,18,8,14,1,18,8,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,1
HP1508501T2D_I12,4,18,8,1,4,18,8,1,4,18,8,1,4,18,8,1,4,18,8,1,4,18,8,1,1,18,8,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1508501T2D_I13,4,19,8,16,4,19,8,16,4,18,8,16,4,18,8,16,4,18,8,16,4,18,8,16,1,18,8,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16
HP1508501T2D_I14,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16
HP1508501T2D_I15,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,9,24,14,5,1
HP1508501T2D_I16,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6,24,17,5,6
HP1508501T2D_I17,4,18,8,7,4,18,8,7,4,18,8,7,4,18,8,7,4,18,8,7,4,18,8,7,1,18,8,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,7,1,18,7,1
HP1508501T2D_I18,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,5,13,10,6,4,13,10,6,1
HP1508501T2D_I19,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,4,16,18
HP1508501T2D_I2,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19,24,22,5,19
HP1508501T2D_I20,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19,24,23,5,19
HP1508501T2D_I21,4,19,8,20,4,19,8,20,4,18,8,20,4,18,8,20,4,18,8,20,4,18,8,20,1,18,8,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,20,1,18,7,1
HP1508501T2D_I22,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,5,24,17,5,4,24,17,5,1
HP1508501T2D_I23,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,14,13,10,6,1
HP1508501T2D_I3,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,15,16,15,17,4,16,15
HP1508501T2D_I4,4,18,8,9,4,18,8,9,4,18,8,9,4,18,8,9,4,18,8,9,4,18,8,9,1,18,8,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,9,1,18,7,1
HP1508501T2D_I7,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,12,4,25,12,8,4,25,11,8,4,25,11,8,4,25,3,8,4,1
HP1508501T2D_I8,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,25,13,21,4,21,13,21,1
HP1508501T2D_J1,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16,24,23,5,16
HP1508501T2D_J11,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,4,18,8,6,1,18,8,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6
HP1508501T2D_J12,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10,24,14,5,10
HP1508501T2D_J13,4,18,8,24,4,18,8,24,4,18,8,24,4,18,8,24,4,18,8,24,4,18,8,24,1,18,8,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24
HP1508501T2D_J14,4,18,8,4,4,18,8,4,4,18,8,4,4,18,8,4,4,18,8,4,4,18,8,4,1,18,8,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,1
HP1508501T2D_J15,4,19,8,5,4,19,8,5,4,18,8,5,4,18,8,5,4,18,8,5,4,18,8,5,1,18,8,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,4,1,18,7,1
HP1508501T2D_J16,4,19,8,24,4,19,8,24,4,18,8,24,4,18,8,24,4,18,8,24,4,18,8,24,1,18,8,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24,1,18,7,24
HP1508501T2D_J17,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18,24,3,5,18
HP1508501T2D_J18,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,4,13,10,6,1
HP1508501T2D_J2,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,15,16,4,17,4,16,1
HP1508501T2D_J20,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8,24,17,5,8
HP1508501T2D_J21,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,4,24,5,5,1
HP1508501T2D_J22,4,19,8,18,4,19,8,18,4,18,8,18,4,18,8,18,4,18,8,18,4,18,8,18,1,18,8,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18,1,18,7,18
HP1508501T2D_J23,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,12,8,4,17,11,8,4,17,11,8,4,17,3,8,4,17
HP1508501T2D_J3,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,20,24,23,5,1
HP1508501T2D_J4,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2,24,17,5,2
HP1508501T2D_J5,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,11,24,14,5,1
HP1508501T2D_J6,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,25,13,21,18,21,13,21,18
HP1508501T2D_J8,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,7,24,17,5,1
HP1508501T2D_J9,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17,24,14,5,17
HP1508501T2D_K1,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17,24,22,5,17
