cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
human3_lib1.final_cell_0515,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17,11,10,10,17
human3_lib1.final_cell_0516,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,36,11,5,21,27,11,5,4
human3_lib1.final_cell_0517,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,6,11,10,10,4
human3_lib1.final_cell_0518,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,4
human3_lib1.final_cell_0519,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20,9,13,1,20
human3_lib1.final_cell_0520,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,31,23,9,14,4
human3_lib1.final_cell_0521,10,29,1,24,10,29,1,24,10,29,1,24,10,29,1,24,10,29,1,24,10,29,1,24,10,29,1,24,10,29,1,24,9,29,1,24,9,29,1,24,9,29,1,24,9,29,1,24,9,29,1,24,9,20,1,24,9,20,1,24,9,20,1,24,9,20,1,24,9,20,1,24,9,20,1,24,9,20,1,24,9,20,1,24
human3_lib1.final_cell_0522,10,13,1,37,10,13,1,37,10,13,1,37,10,13,1,37,10,13,1,37,10,13,1,37,10,13,1,37,10,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,37,9,13,1,4
human3_lib1.final_cell_0523,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,34,34,2,3,4
human3_lib1.final_cell_0524,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,22,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5
human3_lib1.final_cell_0525,10,13,1,36,10,13,1,36,10,13,1,36,10,13,1,36,10,13,1,36,10,13,1,36,10,13,1,36,10,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36,9,13,1,36
human3_lib1.final_cell_0526,8,16,2,21,7,16,2,21,7,16,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,21,7,15,2,4
human3_lib1.final_cell_0527,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,14,25,1,1,9,25,1,1,9,25,1,1
human3_lib1.final_cell_0528,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,10,34,11,5,4
human3_lib1.final_cell_0529,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19
human3_lib1.final_cell_0530,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23,7,15,2,23
human3_lib1.final_cell_0531,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,37,34,23,5,4
human3_lib1.final_cell_0532,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,9,34,2,1,4
human3_lib1.final_cell_0533,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19,34,11,5,19
human3_lib1.final_cell_0534,10,21,1,15,10,21,1,15,10,21,1,15,10,21,1,15,10,21,1,15,10,21,1,15,10,13,1,15,10,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15,9,13,1,15
human3_lib1.final_cell_0535,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11,5,3,6,11
human3_lib1.final_cell_0536,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15,7,15,2,15
human3_lib1.final_cell_0537,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13,9,13,1,13
human3_lib1.final_cell_0538,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,30,34,2,5,4
human3_lib1.final_cell_0539,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12,9,13,1,12
human3_lib1.final_cell_0540,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2
human3_lib1.final_cell_0541,9,21,1,14,9,21,1,14,9,21,1,14,9,21,1,14,9,21,1,14,9,21,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,4
human3_lib1.final_cell_0542,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22,9,13,1,22
human3_lib1.final_cell_0543,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16,34,11,9,16
human3_lib1.final_cell_0544,10,13,1,30,10,13,1,30,10,13,1,30,10,13,1,30,10,13,1,30,10,13,1,30,10,13,1,30,10,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,4
human3_lib1.final_cell_0545,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12,7,15,2,12
human3_lib1.final_cell_0546,8,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,33,7,15,2,4
human3_lib1.final_cell_0547,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23,34,2,5,23
human3_lib1.final_cell_0548,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,30,34,23,5,4
human3_lib1.final_cell_0549,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,14,9,13,1,4
human3_lib1.final_cell_0550,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,4
human3_lib1.final_cell_0551,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19,11,10,10,19
human3_lib1.final_cell_0552,10,13,1,10,10,13,1,10,10,13,1,10,10,13,1,10,10,13,1,10,10,13,1,10,10,13,1,10,10,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,4
human3_lib1.final_cell_0553,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16,34,2,5,16
human3_lib1.final_cell_0554,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2,11,10,10,2
human3_lib1.final_cell_0555,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29,9,13,1,29
human3_lib1.final_cell_0556,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,5,23,25,24,4,23,25
human3_lib1.final_cell_0557,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13,11,10,10,13
human3_lib1.final_cell_0558,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16
human3_lib1.final_cell_0559,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35,27,11,9,35
human3_lib1.final_cell_0560,7,16,2,20,7,16,2,20,7,16,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20,7,15,2,20
human3_lib1.final_cell_0561,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,28,34,23,9,4
human3_lib1.final_cell_0562,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1,11,10,10,1
human3_lib1.final_cell_0563,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,26,16,3,5,4
human3_lib1.final_cell_0564,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20,11,10,10,20
human3_lib1.final_cell_0565,10,29,1,7,10,29,1,7,10,29,1,7,10,29,1,7,10,29,1,7,10,29,1,7,10,29,1,7,10,29,1,7,9,29,1,7,9,29,1,7,9,29,1,7,9,29,1,7,9,29,1,7,9,20,1,7,9,20,1,7,9,20,1,7,9,20,1,7,9,20,1,7,9,20,1,7,9,20,1,7,9,20,1,4
human3_lib1.final_cell_0566,9,21,1,6,9,21,1,6,9,21,1,6,9,21,1,6,9,21,1,6,9,21,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,6,9,13,1,4
human3_lib1.final_cell_0567,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,33,11,10,10,4
human3_lib1.final_cell_0568,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,9,9,13,1,4
human3_lib1.final_cell_0569,10,25,1,27,10,25,1,27,10,25,1,27,10,25,1,27,10,25,1,27,10,25,1,27,10,25,1,27,10,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,27,9,25,1,4
human3_lib1.final_cell_0570,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3
human3_lib1.final_cell_0571,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15,11,10,10,15
human3_lib1.final_cell_0572,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,26,7,15,2,4
human3_lib1.final_cell_0573,9,21,1,34,9,21,1,34,9,21,1,34,9,21,1,34,9,21,1,34,9,21,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,34,9,13,1,4
human3_lib1.final_cell_0574,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,18,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,30,9,13,1,4
human3_lib1.final_cell_0575,9,21,1,10,9,21,1,10,9,21,1,10,9,21,1,10,9,21,1,10,9,21,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,10,9,13,1,4
human3_lib1.final_cell_0576,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,18,11,10,10,4
human3_lib1.final_cell_0577,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,7,11,10,10,4
human3_lib1.final_cell_0578,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8,11,10,10,8
human3_lib1.final_cell_0579,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16,11,10,10,16
human3_lib1.final_cell_0580,7,16,2,16,7,16,2,16,7,16,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16,7,15,2,16
human3_lib1.final_cell_0581,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,29,1,38,9,20,1,38,9,20,1,38,9,20,1,38,9,20,1,38,9,20,1,38,9,20,1,38,9,20,1,38,9,20,1,38
human3_lib1.final_cell_0582,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38,9,13,1,38
human3_lib1.final_cell_0583,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3,5,3,6,3
human3_lib1.final_cell_0584,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,28,5,3,6,4
human3_lib1.final_cell_0585,10,29,1,37,10,29,1,37,10,29,1,37,10,29,1,37,10,29,1,37,10,29,1,37,10,29,1,37,10,29,1,37,9,29,1,37,9,29,1,37,9,29,1,37,9,29,1,37,9,29,1,37,9,20,1,37,9,20,1,37,9,20,1,37,9,20,1,37,9,20,1,37,9,20,1,37,9,20,1,37,9,20,1,4
human3_lib1.final_cell_0586,10,18,1,32,10,18,1,32,10,18,1,32,10,18,1,32,10,18,1,32,10,18,1,32,10,18,1,32,10,18,1,32,9,18,1,32,9,18,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,32,9,13,1,4
human3_lib1.final_cell_0587,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,37,24,10,10,4
