cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1508501T2D_E16,6,16,5,29,6,16,5,29,6,16,5,29,6,16,5,29,6,16,5,29,4,16,5,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1508501T2D_E17,6,16,5,20,6,16,5,20,6,16,5,20,6,16,5,20,6,16,5,20,4,16,5,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,1,2,20,4,1,2,20
HP1508501T2D_E18,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4,35,9,9,4
HP1508501T2D_E19,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35,35,17,4,35
HP1508501T2D_E2,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17,35,10,9,17
HP1508501T2D_E20,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,12,30,14,15,2
HP1508501T2D_E21,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23,35,10,9,23
HP1508501T2D_E22,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24,35,9,9,24
HP1508501T2D_E23,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17,35,17,4,17
HP1508501T2D_E4,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26
HP1508501T2D_E6,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14,35,10,3,14
HP1508501T2D_E7,6,19,5,10,6,19,5,10,6,18,5,10,6,18,5,10,6,18,5,10,4,18,5,10,4,18,2,10,4,18,2,10,4,18,2,10,4,18,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,1,2,10,4,1,2,10
HP1508501T2D_E8,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25,35,4,9,25
HP1508501T2D_E9,6,19,5,25,6,19,5,25,6,18,5,25,6,18,5,25,6,18,5,25,4,18,5,25,4,18,2,25,4,18,2,25,4,18,2,25,4,18,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,16,2,25,4,1,2,25,4,1,2,25
HP1508501T2D_F1,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,34,35,12,16,2,35,12,16,2,35,12,16,2
HP1508501T2D_F11,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14
HP1508501T2D_F12,6,19,5,8,6,19,5,8,6,18,5,8,6,18,5,8,6,18,5,8,4,18,5,8,4,18,2,8,4,18,2,8,4,18,2,8,4,18,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,2,4,1,2,2,4,1,2,2
HP1508501T2D_F14,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,13,32,14,13,2,32,14,13,2,32,14,13,2
HP1508501T2D_F15,6,19,5,4,6,19,5,4,6,18,5,4,6,18,5,4,6,18,5,4,4,18,5,4,4,18,2,4,4,18,2,4,4,18,2,4,4,18,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,1,2,4,4,1,2,4
HP1508501T2D_F16,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30,35,15,9,30
HP1508501T2D_F17,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4,35,11,9,4
HP1508501T2D_F18,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,2,35,15,9,2
HP1508501T2D_F2,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9,35,11,9,9
HP1508501T2D_F20,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16,35,17,4,16
HP1508501T2D_F21,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14,19,8,8,14
HP1508501T2D_F22,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,27,32,1,13,2,32,1,13,2,32,1,13,2
HP1508501T2D_F23,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9,35,9,9,9
HP1508501T2D_F3,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26,35,12,16,26
HP1508501T2D_F4,6,19,5,19,6,19,5,19,6,18,5,19,6,18,5,19,6,18,5,19,4,18,5,19,4,18,2,19,4,18,2,19,4,18,2,19,4,18,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,16,2,19,4,1,2,2,4,1,2,2
HP1508501T2D_F5,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,21,1,13,6,19,1,13,6,19,1,13,2,19,1,13,2,19,1,13,2
HP1508501T2D_F7,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,5,35,12,16,2,35,12,16,2,35,12,16,2
HP1508501T2D_F8,7,19,5,32,7,19,5,32,7,18,5,32,6,18,5,32,6,18,5,32,4,18,5,32,4,18,2,32,4,18,2,32,4,18,2,32,4,18,2,32,4,16,2,32,4,16,2,32,4,16,2,32,4,16,2,32,4,16,2,32,4,16,2,32,4,16,2,32,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1508501T2D_F9,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35,35,4,3,35
HP1508501T2D_G1,6,19,5,20,6,19,5,20,6,18,5,20,6,18,5,20,6,18,5,20,4,18,5,20,4,18,2,20,4,18,2,20,4,18,2,20,4,18,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,1,2,20,4,1,2,20
HP1508501T2D_G10,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30,35,10,9,30
HP1508501T2D_G11,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4,35,4,9,4
HP1508501T2D_G12,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,2,19,8,8,2,19,8,8,2
HP1508501T2D_G13,6,16,5,11,6,16,5,11,6,16,5,11,6,16,5,11,6,16,5,11,4,16,5,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,1,2,11,4,1,2,11
HP1508501T2D_G14,6,19,5,23,6,19,5,23,6,18,5,23,6,18,5,23,6,18,5,23,4,18,5,23,4,18,2,23,4,18,2,23,4,18,2,23,4,18,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,16,2,23,4,1,2,23,4,1,2,23
HP1508501T2D_G15,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17,35,11,9,17
HP1508501T2D_G16,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,5,13,23,32,4,13,23,32,4,13,23
HP1508501T2D_G17,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11
HP1508501T2D_G18,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,13,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11,19,8,8,11
HP1508501T2D_G19,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,13,8,12,19,8,8,12,19,8,8,12,19,8,8,12,19,8,8,12,19,8,8,12,19,8,8,12,19,8,8,2
HP1508501T2D_G2,6,19,5,16,6,19,5,16,6,18,5,16,6,18,5,16,6,18,5,16,4,18,5,16,4,18,2,16,4,18,2,16,4,18,2,16,4,18,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,16,2,16,4,1,2,16,4,1,2,16
HP1508501T2D_G20,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,13,35,11,9,2,35,11,9,2,35,11,9,2
HP1508501T2D_G21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21,35,9,9,21
HP1508501T2D_G22,12,3,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,29,12,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2
HP1508501T2D_G23,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,13,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26,19,8,8,26
HP1508501T2D_G3,6,19,5,4,6,19,5,4,6,18,5,4,6,18,5,4,6,18,5,4,4,18,5,4,4,18,2,4,4,18,2,4,4,18,2,4,4,18,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,16,2,4,4,1,2,4,4,1,2,4
HP1508501T2D_G4,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26,35,11,9,26
HP1508501T2D_G5,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,34,12,16,26,22,12,16,26
HP1508501T2D_G6,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22,35,15,9,22
HP1508501T2D_G9,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,5,13,4,32,4,13,4,32,4,13,4
HP1508501T2D_H10,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,27,35,11,9,2,35,11,9,2,35,11,9,2
HP1508501T2D_H11,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26,17,20,7,26
HP1508501T2D_H12,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18,32,14,13,18
HP1508501T2D_H13,6,16,5,31,6,16,5,31,6,16,5,31,6,16,5,31,6,16,5,31,4,16,5,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,16,2,31,4,1,2,2,4,1,2,2
HP1508501T2D_H14,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,8,1,13,11,4,1,13,11,4,1,13,11,4,1,13,11,4,1,13,11,4,1,13,11
HP1508501T2D_H15,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4,35,4,10,4
HP1508501T2D_H16,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,13,8,31,19,8,8,31,19,8,8,31,19,8,8,31,19,8,8,31,19,8,8,31,19,8,8,2,19,8,8,2
HP1508501T2D_H17,6,18,5,21,6,18,5,21,6,18,5,21,6,18,5,21,6,18,5,21,4,18,5,21,4,18,2,21,4,18,2,21,4,18,2,21,4,18,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,16,2,21,4,1,2,21,4,1,2,21
HP1508501T2D_H18,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,12,2,6,16,12,2,6,16,12,2,6,16,12,2,6,16
HP1508501T2D_H2,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9,35,12,11,9
HP1508501T2D_H21,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,31,35,15,9,2,35,15,9,2
HP1508501T2D_H22,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,29,35,4,1,2,35,4,1,2,35,4,1,2,35,4,1,2
HP1508501T2D_H23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23,35,11,9,23
HP1508501T2D_H3,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,19,35,9,9,2,35,9,9,2
HP1508501T2D_H4,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,19,35,15,9,2,35,15,9,2
HP1508501T2D_H5,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,29,30,14,15,2,30,14,15,2,30,14,15,2,30,14,15,2
HP1508501T2D_H6,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,12,35,15,9,2
HP1508501T2D_I1,6,16,5,8,6,16,5,8,6,16,5,8,6,16,5,8,6,16,5,8,4,16,5,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,8,4,16,2,2,4,1,2,2,4,1,2,2
HP1508501T2D_I10,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,13,8,1,19,8,8,1,19,8,8,1,19,8,8,1,19,8,8,1,19,8,8,1,19,8,8,1,19,8,8,1
HP1508501T2D_I11,6,19,5,13,6,19,5,13,6,18,5,13,6,18,5,13,6,18,5,13,4,18,5,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,2,4,1,2,2,4,1,2,2
