cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1507101_I11,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,20,22,3,4,2,3
HP1507101_I12,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,19,4,11,5,16,16,4,11,5,16,14,4,11,5,16,14,4,11,5,16,14,4,11,5,4,14,4,11,1,4,14,4,11,1,3
HP1507101_I13,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3,22,10,4,24,3
HP1507101_I16,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,13,22,9,4,17,4,22,9,4,17,4,22,9,4,17,4,22,9,4,17,4,22,9,4,17,3
HP1507101_I17,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,20,20,22,9,4,1,3
HP1507101_I18,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,19,4,11,3,14,16,4,11,3,14,14,4,11,3,14,14,4,11,3,14,14,4,11,3,14,14,4,11,3,14,14,4,11,3,14
HP1507101_I19,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,22,22,10,4,10,4,22,10,4,10,4,22,10,4,10,4,22,10,4,1,4,22,10,4,1,3
HP1507101_I2,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,19,4,22,10,4,1,4,22,10,4,1,3
HP1507101_I20,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,8,2,22,9,4,1,2
HP1507101_I22,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,17,22,3,4,21,4,22,3,4,21,4,22,3,4,21,4,22,3,4,21,4,22,3,4,1,3
HP1507101_I4,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,8,12,22,12,4,1,12
HP1507101_I5,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10,22,10,4,6,10
HP1507101_I6,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14,22,10,4,17,14
HP1507101_I8,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,24,22,9,4,18,4,22,9,4,18,4,22,9,4,18,4,22,9,4,18,4,22,9,4,18,3
HP1507101_J1,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,25,18,22,12,4,1,18,22,12,4,1,3
HP1507101_J11,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,5,22,9,4,24,4,22,9,4,24,4,22,9,4,24,4,22,9,4,24,4,22,9,4,24,3
HP1507101_J12,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,14,11,17,1,15,1,11
HP1507101_J13,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,24,22,3,4,12,4,22,3,4,12,4,22,3,4,12,4,22,3,4,12,4,22,3,4,1,3
HP1507101_J15,4,7,5,8,7,4,7,5,8,7,4,7,5,8,7,4,6,5,8,7,1,6,5,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,8,7,1,6,2,1,7
HP1507101_J17,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,8,3,22,3,4,1,3
HP1507101_J18,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2,22,9,4,11,2
HP1507101_J19,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,19,4,11,10,17,16,4,11,10,17,14,4,11,10,4,14,4,11,10,4,14,4,11,10,4,14,4,11,1,4,14,4,11,1,3
HP1507101_J2,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,25,1,22,12,4,1,1,22,12,4,1,1
HP1507101_J20,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,19,4,11,13,2,16,4,11,13,2,14,4,11,13,2,14,4,11,13,2,14,4,11,13,2,14,4,11,1,2,14,4,11,1,2
HP1507101_J21,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1
HP1507101_J22,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7,22,3,4,6,7
HP1507101_J23,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,4,22,9,4,19,4,22,9,4,19,4,22,9,4,1,4,22,9,4,1,3
HP1507101_J24,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,20,21,22,3,4,1,3
HP1507101_J3,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,22,22,12,4,15,4,22,12,4,15,4,22,12,4,15,4,22,12,4,15,4,22,12,4,15,3
HP1507101_J5,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,25,22,10,4,5,4,22,10,4,5,4,22,10,4,5,4,22,10,4,1,4,22,10,4,1,3
HP1507101_J7,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,12,8,8,4,25,11,8,8,4,25,11,8,8,4,25,11,8,8,4,25,11,8,8,4,25,11,8,8,4,4,11,8,8,4,4,11,8,8,4,4,11,8,8,4,4,3,8,8,4,3
HP1507101_J8,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,19,5,11,13,25,16,5,11,13,25,14,5,11,13,4,14,5,11,13,4,14,5,11,13,4,14,5,11,1,4,14,5,11,1,3
HP1507101_K13,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10,17,1,15,4,10
HP1507101_K15,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,19,4,11,2,23,16,4,11,2,23,14,4,11,2,23,14,4,11,2,23,14,4,11,2,23,14,4,11,2,23,14,4,11,2,23
HP1507101_K16,4,7,5,3,3,4,7,5,3,3,4,7,5,3,3,4,6,5,3,3,1,6,5,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3,1,6,2,3,3
HP1507101_K20,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3,17,1,15,3,3
HP1507101_K23,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,19,4,11,16,3,16,4,11,16,3,14,4,11,16,3,14,4,11,16,3,14,4,11,16,3,14,4,11,16,3,14,4,11,16,3
HP1507101_K3,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,5,7,22,12,4,1,7,22,12,4,1,7
HP1507101_K4,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,24,22,10,4,20,4,22,10,4,20,4,22,10,4,20,4,22,10,4,20,4,22,10,4,1,3
HP1507101_K8,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,25,9,22,3,4,1,4,22,3,4,1,3
HP1507101_L1,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,4,17,1,15,6,3
HP1507101_L11,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,14,7,22,10,4,1,7
HP1507101_L14,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1,22,9,4,6,1
HP1507101_L16,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,19,4,11,14,6,16,4,11,14,6,14,4,11,14,6,14,4,11,14,6,14,4,11,14,6,14,4,11,14,6,14,4,11,1,3
HP1507101_L17,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,12,8,8,9,5,11,8,8,9,5,11,8,8,9,5,11,8,8,9,5,11,8,8,9,5,11,8,8,9,4,11,8,8,9,4,11,8,8,5,4,11,8,8,1,4,3,8,8,1,3
HP1507101_L18,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,8,1,22,3,4,1,1
HP1507101_L19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19,22,10,4,17,19
HP1507101_L2,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,13,22,9,4,19,4,22,9,4,19,4,22,9,4,19,4,22,9,4,1,4,22,9,4,1,3
HP1507101_L21,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,16,22,9,4,21,4,22,9,4,21,4,22,9,4,1,3
HP1507101_L22,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,19,4,11,11,2,16,4,11,11,2,14,4,11,11,2,14,4,11,11,2,14,4,11,11,2,14,4,11,11,2,14,4,11,11,2
HP1507101_L23,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1,13,13,7,6,1
HP1507101_L24,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,19,4,11,22,2,16,4,11,22,2,14,4,11,22,2,14,4,11,22,2,14,4,11,22,2,14,4,11,1,2,14,4,11,1,2
HP1507101_L3,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,13,22,10,4,22,4,22,10,4,22,4,22,10,4,22,4,22,10,4,1,4,22,10,4,1,3
HP1507101_L4,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7,13,13,7,11,7
HP1507101_L5,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,21,1,22,10,4,1,1
HP1507101_L7,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8,22,10,4,18,8
HP1507101_M12,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,20,4,22,3,4,1,3
HP1507101_M18,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,6,22,10,4,16,3
HP1507101_M2,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,5,14,22,3,4,1,14,22,3,4,1,14
HP1507101_M22,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,13,9,2,6,12,4,9,2,6,12,4,9,2,6,12,4,9,2,6,12,4,9,2,6,1,3
