cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
HP1508501T2D_D5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_D6,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_D8,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_D9,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_E1,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1508501T2D_E10,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_E11,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_E12,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_E13,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_E14,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_E15,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_E16,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_E17,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_E18,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_E19,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1
HP1508501T2D_E2,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_E20,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1508501T2D_E21,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_E22,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_E23,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1
HP1508501T2D_E4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_E6,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_E7,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_E8,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5
HP1508501T2D_E9,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_F1,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,21,13,21
HP1508501T2D_F11,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1508501T2D_F12,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_F14,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,4,22
HP1508501T2D_F15,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_F16,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_F17,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_F18,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_F2,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_F20,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1,24,16,1
HP1508501T2D_F21,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_F22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22
HP1508501T2D_F23,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_F3,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,21,13,21
HP1508501T2D_F4,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_F5,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22,18,1,22
HP1508501T2D_F7,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,21,13,21
HP1508501T2D_F8,4,19,17,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_F9,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5
HP1508501T2D_G1,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_G10,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_G11,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5,24,5,5
HP1508501T2D_G12,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_G13,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_G14,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_G15,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_G16,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22
HP1508501T2D_G17,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_G18,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_G19,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_G2,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_G20,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_G21,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_G22,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1508501T2D_G23,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_G3,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_G4,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_G5,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,21,13,21
HP1508501T2D_G6,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_G9,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22
HP1508501T2D_H10,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_H11,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6
HP1508501T2D_H12,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22,18,4,22
HP1508501T2D_H13,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_H14,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,1,1,26,1,1,26,1,1,7
HP1508501T2D_H15,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10,24,5,10
HP1508501T2D_H16,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_H17,4,21,8,4,21,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_H18,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1508501T2D_H2,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,25,13,21,21,13,21
HP1508501T2D_H21,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_H22,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2,24,5,2
HP1508501T2D_H23,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_H3,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_H4,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_H5,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1508501T2D_H6,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_I1,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I10,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,12,4,12,8,4,12,8,4,12,8,4,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1508501T2D_I11,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I12,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I13,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I14,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_I15,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5,24,14,5
HP1508501T2D_I16,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_I17,4,18,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I18,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6
HP1508501T2D_I19,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1508501T2D_I2,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5,24,22,5
HP1508501T2D_I20,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5,24,23,5
HP1508501T2D_I21,4,19,8,4,18,8,4,18,8,4,18,8,4,18,8,1,18,8,1,18,8,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1508501T2D_I22,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5,24,17,5
HP1508501T2D_I23,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6
