cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
human3_lib1.final_cell_0548,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6
human3_lib1.final_cell_0549,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0550,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0551,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0552,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0553,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6
human3_lib1.final_cell_0554,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0555,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0556,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,14
human3_lib1.final_cell_0557,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0558,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0559,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9,19,5,9
human3_lib1.final_cell_0560,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0561,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6
human3_lib1.final_cell_0562,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0563,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15,18,3,15
human3_lib1.final_cell_0564,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0565,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0566,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0567,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0568,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0569,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,25,1,6,6,1,6,6,1,6,6,1,6,6,1,6,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0570,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human3_lib1.final_cell_0571,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0572,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0573,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0574,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0575,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0576,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0577,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0578,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0579,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0580,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0581,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0582,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0583,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human3_lib1.final_cell_0584,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human3_lib1.final_cell_0585,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0586,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0587,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10,25,23,10
human3_lib1.final_cell_0588,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0589,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0590,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0591,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6,9,18,6
human3_lib1.final_cell_0592,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0593,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12
human3_lib1.final_cell_0594,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0595,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,25,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0596,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,11,12,25,7,12
human3_lib1.final_cell_0597,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0598,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0599,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0600,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0601,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0602,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0603,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0604,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12,25,9,12
human3_lib1.final_cell_0605,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,14,14,25,11,14,25,7,14
human3_lib1.final_cell_0606,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6
human3_lib1.final_cell_0607,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0608,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0609,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0610,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6,9,13,6
human3_lib1.final_cell_0611,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0612,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0613,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,14,18,25,11,14,25,7,14
human3_lib1.final_cell_0614,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10,16,8,10
human3_lib1.final_cell_0615,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0616,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0617,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0618,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0619,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0620,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0621,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6,9,5,6
human3_lib1.final_cell_0622,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0623,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5,25,22,5
human3_lib1.final_cell_0624,6,26,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,6,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0625,27,16,2,27,16,2,27,16,2,27,16,2,27,16,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0626,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6,9,32,6
human3_lib1.final_cell_0627,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0628,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0629,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,28,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,4,6,1,3,6,1
human3_lib1.final_cell_0630,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20,22,8,20
human3_lib1.final_cell_0631,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0632,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0633,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,7,14
human3_lib1.final_cell_0634,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0635,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10,17,23,10
human3_lib1.final_cell_0636,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human3_lib1.final_cell_0637,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0638,4,26,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,19,1,4,17,1,4,17,1,4,17,1,3,17,1
human3_lib1.final_cell_0639,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,14,12,25,11,12,25,7,12
human3_lib1.final_cell_0640,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6,10,32,6
human3_lib1.final_cell_0641,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,28,19,5,6,19,5,6,19,5,6,19,5,6,19,5,6,19,5,6,19,5,6,19
human3_lib1.final_cell_0642,27,24,2,27,24,2,27,24,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human3_lib1.final_cell_0643,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15
